brand,year,review_text,sentiment_label,sentiment_score,avg_co2_emission_gkm,ev_share_percent,sustainability_index
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.56,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.42,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.54,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.45,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.32,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.28,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.64,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.72,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.79,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.5,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.51,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.56,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.7,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.98,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.69,156,8.7,0.05
BMW,2018,My experience with BMW has been average so far.,Neutral,0.06,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.64,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.77,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.3,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.67,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,-0.15,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.5,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.47,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.47,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.53,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.99,156,8.7,0.05
BMW,2018,My experience with BMW has been average so far.,Neutral,0.33,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.31,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.7,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.76,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.6,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.93,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.81,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.92,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.76,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,-0.07,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.87,156,8.7,0.05
BMW,2018,Charging time is too long and the range is poor.,Negative,-0.92,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.36,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.77,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.9,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.89,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.67,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0.31,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.92,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.68,156,8.7,0.05
BMW,2018,Charging time is too long and the range is poor.,Negative,-0.78,156,8.7,0.05
BMW,2018,My experience with BMW has been average so far.,Neutral,-0.11,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.22,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.24,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.31,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.43,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.92,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.74,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.65,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.73,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.67,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.41,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.81,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.91,156,8.7,0.05
BMW,2018,Charging time is too long and the range is poor.,Negative,-0.51,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.81,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.47,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.53,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.44,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.51,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.53,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.22,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.68,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.98,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,-0.01,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.83,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.51,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.8,156,8.7,0.05
BMW,2018,Charging time is too long and the range is poor.,Negative,-0.98,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.44,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.44,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.72,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.68,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.74,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.69,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.71,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.91,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.58,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.99,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.47,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0.27,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.42,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.74,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.98,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.68,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.71,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.8,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.59,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.68,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.34,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.41,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0.15,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,0.14,156,8.7,0.05
BMW,2018,"The BMW is okay, not much to complain about.",Neutral,0.11,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.66,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.4,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.49,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,0.01,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.93,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.59,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,0.31,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.5,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.77,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.79,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.63,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.96,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.55,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.08,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.94,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.79,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.97,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.57,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.67,156,8.7,0.05
BMW,2018,"The BMW is okay, not much to complain about.",Neutral,-0.01,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.92,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.92,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.41,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.73,156,8.7,0.05
BMW,2018,My experience with BMW has been average so far.,Neutral,0.39,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.76,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.59,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.89,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.98,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.68,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.67,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.41,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.42,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.78,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.65,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.78,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,-0.03,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,0.33,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0.29,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.52,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,0.24,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.4,156,8.7,0.05
BMW,2018,BMW offers decent performance but could improve charging speed.,Neutral,0.11,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.84,156,8.7,0.05
BMW,2018,Too expensive for what it offers — not impressed by BMW.,Negative,-0.24,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.18,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,1,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.76,156,8.7,0.05
BMW,2018,"The BMW is okay, not much to complain about.",Neutral,0.38,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.57,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.68,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.82,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.41,156,8.7,0.05
BMW,2018,BMW needs to work on their EV reliability.,Negative,-0.21,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.87,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.77,156,8.7,0.05
BMW,2018,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.51,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.87,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.8,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.43,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.41,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.61,156,8.7,0.05
BMW,2018,The BMW is worth every penny — luxurious and sustainable.,Positive,0.61,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.85,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.82,156,8.7,0.05
BMW,2018,Smooth ride and amazing performance from BMW.,Positive,0.98,156,8.7,0.05
BMW,2018,Impressive range and eco-friendly features by BMW.,Positive,0.62,156,8.7,0.05
BMW,2018,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.37,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.94,156,8.7,0.05
BMW,2018,"I love my BMW, it feels modern and efficient!",Positive,0.98,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,-0.17,156,8.7,0.05
BMW,2018,BMW really nailed the electric design this year.,Positive,0.54,156,8.7,0.05
BMW,2018,"Overall, BMW delivers what you expect for the price.",Neutral,-0.13,156,8.7,0.05
BMW,2018,My experience with BMW has been average so far.,Neutral,-0.2,156,8.7,0.05
BMW,2018,The BMW interior feels outdated compared to competitors.,Negative,-0.94,156,8.7,0.05
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.77,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.96,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.95,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.57,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.43,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.6,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.92,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.84,152.8,14,0.083
BMW,2019,"The BMW is okay, not much to complain about.",Neutral,-0.06,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.43,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.93,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.55,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.4,152.8,14,0.083
BMW,2019,"The BMW is okay, not much to complain about.",Neutral,0.07,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.61,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.93,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.76,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.7,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.41,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,-0.06,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.9,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.6,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.41,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.96,152.8,14,0.083
BMW,2019,"The BMW is okay, not much to complain about.",Neutral,0.1,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.85,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.55,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.95,152.8,14,0.083
BMW,2019,BMW needs to work on their EV reliability.,Negative,-0.24,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.07,152.8,14,0.083
BMW,2019,Too expensive for what it offers — not impressed by BMW.,Negative,-0.48,152.8,14,0.083
BMW,2019,Too expensive for what it offers — not impressed by BMW.,Negative,-0.46,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.63,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.47,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.38,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.61,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.47,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.06,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.5,152.8,14,0.083
BMW,2019,Too expensive for what it offers — not impressed by BMW.,Negative,-0.44,152.8,14,0.083
BMW,2019,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.05,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.64,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.98,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.61,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.48,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.06,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.57,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.2,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.86,152.8,14,0.083
BMW,2019,"I'm disappointed with my BMW, the battery drains too fast.",Negative,-0.72,152.8,14,0.083
BMW,2019,"Overall, BMW delivers what you expect for the price.",Neutral,-0.15,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,0.11,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.86,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.9,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.98,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.79,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.61,152.8,14,0.083
BMW,2019,"The BMW is okay, not much to complain about.",Neutral,0.13,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.66,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.75,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.76,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.39,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.94,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.79,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.72,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.61,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.58,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.69,152.8,14,0.083
BMW,2019,BMW needs to work on their EV reliability.,Negative,-0.89,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.58,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.68,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.61,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.84,152.8,14,0.083
BMW,2019,Too expensive for what it offers — not impressed by BMW.,Negative,-0.78,152.8,14,0.083
BMW,2019,"Overall, BMW delivers what you expect for the price.",Neutral,0.15,152.8,14,0.083
BMW,2019,BMW needs to work on their EV reliability.,Negative,-0.99,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.57,152.8,14,0.083
BMW,2019,"The BMW is okay, not much to complain about.",Neutral,0.28,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.5,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.87,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.92,152.8,14,0.083
BMW,2019,"Not bad, but not outstanding either — just fine for daily use.",Neutral,0.17,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.46,152.8,14,0.083
BMW,2019,Smooth ride and amazing performance from BMW.,Positive,0.8,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.8,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.75,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.65,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.57,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.65,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.42,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.86,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.92,152.8,14,0.083
BMW,2019,"Overall, BMW delivers what you expect for the price.",Neutral,-0.06,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.53,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.71,152.8,14,0.083
BMW,2019,The BMW interior feels outdated compared to competitors.,Negative,-0.64,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.91,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.89,152.8,14,0.083
BMW,2019,BMW needs to work on their EV reliability.,Negative,-0.47,152.8,14,0.083
BMW,2019,My experience with BMW has been average so far.,Neutral,-0.19,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.91,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.78,152.8,14,0.083
BMW,2019,BMW needs to work on their EV reliability.,Negative,-0.98,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.5,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.71,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.42,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.7,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.65,152.8,14,0.083
BMW,2019,Charging time is too long and the range is poor.,Negative,-0.48,152.8,14,0.083
BMW,2019,"I love my BMW, it feels modern and efficient!",Positive,0.89,152.8,14,0.083
BMW,2019,BMW really nailed the electric design this year.,Positive,0.43,152.8,14,0.083
BMW,2019,"Overall, BMW delivers what you expect for the price.",Neutral,0,152.8,14,0.083
BMW,2019,The BMW is worth every penny — luxurious and sustainable.,Positive,0.44,152.8,14,0.083
BMW,2019,Impressive range and eco-friendly features by BMW.,Positive,0.93,152.8,14,0.083
